,Kp,Dst,electron_flux,is_storm_alert_active,target_class
2025-06-01 08:00:00,6.0,-43.0,1080.4266659843404,0,1.0
2025-06-01 09:00:00,6.0,-73.0,1080.4266659843404,0,2.0
2025-06-01 10:00:00,6.333333333333333,-76.33333333333333,1080.4266659843404,0,2.0
2025-06-01 11:00:00,6.666666666666667,-79.66666666666667,1080.4266659843404,0,3.0
2025-06-01 12:00:00,7.0,-83.0,1080.4266659843404,0,3.0
2025-06-01 13:00:00,7.333333333333333,-93.0,1080.4266659843404,0,2.0
2025-06-01 14:00:00,7.666666666666667,-103.0,1080.4266659843404,0,2.0
2025-06-01 15:00:00,8.0,-113.0,1080.4266659843404,0,1.0
2025-06-01 16:00:00,6.0,-73.33333333333334,1080.4266659843404,0,2.0
2025-06-01 17:00:00,4.0,-33.66666666666667,1080.4266659843404,0,2.0
2025-06-01 18:00:00,2.0,6.0,1080.4266659843404,0,2.0
2025-06-01 19:00:00,2.3333333333333335,-34.333333333333336,1080.4266659843404,0,2.0
2025-06-01 20:00:00,2.6666666666666665,-74.66666666666667,1080.4266659843404,0,2.0
2025-06-01 21:00:00,3.0,-115.0,1080.4266659843404,0,2.0
2025-06-01 22:00:00,4.0,-83.66666666666667,1080.4266659843404,0,2.0
2025-06-01 23:00:00,5.0,-52.333333333333336,1080.4266659843404,0,1.0
2025-06-02 00:00:00,6.0,-21.0,1080.4266659843404,0,0.0
2025-06-02 01:00:00,4.0,-30.666666666666664,1080.4266659843404,0,1.0
2025-06-02 02:00:00,2.0,-40.33333333333333,1080.4266659843404,0,2.0
2025-06-02 03:00:00,0.0,-50.0,1080.4266659843404,0,3.0
2025-06-02 04:00:00,2.0,-29.666666666666668,1080.4266659843404,0,2.0
2025-06-02 05:00:00,4.0,-9.333333333333336,1080.4266659843404,0,1.0
2025-06-02 06:00:00,6.0,11.0,1080.4266659843404,0,0.0
2025-06-02 07:00:00,4.0,-16.0,1080.4266659843404,0,0.0
2025-06-02 08:00:00,2.0,-43.0,1080.4266659843404,0,1.0
2025-06-02 09:00:00,0.0,-70.0,1080.4266659843404,0,2.0
2025-06-02 10:00:00,2.6666666666666665,-86.0,1080.4266659843404,0,2.0
2025-06-02 11:00:00,5.333333333333333,-102.0,1080.4266659843404,0,1.0
2025-06-02 12:00:00,8.0,-118.0,1080.4266659843404,0,1.0
2025-06-02 13:00:00,7.0,-89.0,1080.4266659843404,0,2.0
2025-06-02 14:00:00,6.0,-60.0,1080.4266659843404,0,2.0
2025-06-02 15:00:00,5.0,-31.0,1080.4266659843404,0,3.0
2025-06-02 16:00:00,5.0,-52.33333333333333,1080.4266659843404,0,2.0
2025-06-02 17:00:00,5.0,-73.66666666666666,1080.4266659843404,0,2.0
2025-06-02 18:00:00,5.0,-95.0,1080.4266659843404,0,1.0
2025-06-02 19:00:00,4.0,-94.33333333333333,1080.4266659843404,0,1.0
2025-06-02 20:00:00,3.0,-93.66666666666667,1080.4266659843404,0,1.0
2025-06-02 21:00:00,2.0,-93.0,1080.4266659843404,0,0.0
2025-06-02 22:00:00,2.6666666666666665,-61.66666666666667,1080.4266659843404,0,0.0
2025-06-02 23:00:00,3.333333333333333,-30.333333333333336,1080.4266659843404,0,0.0
2025-06-03 00:00:00,4.0,1.0,1080.4266659843404,0,0.0
2025-06-03 01:00:00,3.3333333333333335,-40.666666666666664,1080.4266659843404,0,0.0
2025-06-03 02:00:00,2.666666666666667,-82.33333333333333,1080.4266659843404,0,0.0
2025-06-03 03:00:00,2.0,-124.0,1080.4266659843404,0,0.0
2025-06-03 04:00:00,4.0,-82.33333333333334,1080.4266659843404,0,2.0
2025-06-03 05:00:00,6.0,-40.66666666666667,1080.4266659843404,0,2.0
2025-06-03 06:00:00,8.0,1.0,1080.4266659843404,0,3.0
2025-06-03 07:00:00,6.333333333333333,-22.0,1080.4266659843404,0,2.0
2025-06-03 08:00:00,4.666666666666666,-45.0,1080.4266659843404,0,1.0
2025-06-03 09:00:00,3.0,-68.0,1080.4266659843404,0,0.0
2025-06-03 10:00:00,4.0,-57.333333333333336,1080.4266659843404,0,0.0
2025-06-03 11:00:00,5.0,-46.66666666666667,1080.4266659843404,0,2.0
2025-06-03 12:00:00,6.0,-36.0,1080.4266659843404,0,3.0
2025-06-03 13:00:00,6.0,-65.66666666666667,1080.4266659843404,0,2.0
2025-06-03 14:00:00,6.0,-95.33333333333334,1080.4266659843404,0,1.0
2025-06-03 15:00:00,6.0,-125.0,1080.4266659843404,0,0.0
2025-06-03 16:00:00,6.666666666666667,-99.66666666666667,1080.4266659843404,0,0.0
2025-06-03 17:00:00,7.333333333333333,-74.33333333333334,1080.4266659843404,0,0.0
2025-06-03 18:00:00,8.0,-49.0,1080.4266659843404,0,1.0
2025-06-03 19:00:00,5.666666666666666,-41.0,1080.4266659843404,0,2.0
2025-06-03 20:00:00,3.333333333333333,-33.0,1080.4266659843404,0,2.0
2025-06-03 21:00:00,1.0,-25.0,1080.4266659843404,0,3.0
2025-06-03 22:00:00,1.6666666666666665,-22.666666666666668,1080.4266659843404,0,3.0
2025-06-03 23:00:00,2.333333333333333,-20.333333333333332,1080.4266659843404,0,2.0
2025-06-04 00:00:00,3.0,-18.0,1080.4266659843404,0,2.0
2025-06-04 01:00:00,3.6666666666666665,-21.0,1080.4266659843404,0,2.0
2025-06-04 02:00:00,4.333333333333333,-24.0,1080.4266659843404,0,1.0
2025-06-04 03:00:00,5.0,-27.0,1080.4266659843404,0,0.0
2025-06-04 04:00:00,4.333333333333333,-61.666666666666664,1080.4266659843404,0,0.0
2025-06-04 05:00:00,3.666666666666667,-96.33333333333333,1080.4266659843404,0,0.0
2025-06-04 06:00:00,3.0,-131.0,1080.4266659843404,0,0.0
2025-06-04 07:00:00,3.0,-82.66666666666666,1080.4266659843404,0,0.0
2025-06-04 08:00:00,3.0,-34.33333333333333,1080.4266659843404,0,0.0
2025-06-04 09:00:00,3.0,14.0,1080.4266659843404,0,1.0
2025-06-04 10:00:00,2.0,-29.0,1080.4266659843404,0,1.0
2025-06-04 11:00:00,1.0,-72.0,1080.4266659843404,0,1.0
2025-06-04 12:00:00,0.0,-115.0,1080.4266659843404,0,1.0
2025-06-04 13:00:00,2.0,-76.33333333333334,1080.4266659843404,0,2.0
2025-06-04 14:00:00,4.0,-37.66666666666667,1080.4266659843404,0,2.0
2025-06-04 15:00:00,6.0,1.0,1080.4266659843404,0,3.0
2025-06-04 16:00:00,6.333333333333333,-13.333333333333334,1080.4266659843404,0,3.0
2025-06-04 17:00:00,6.666666666666667,-27.666666666666668,1080.4266659843404,0,2.0
2025-06-04 18:00:00,7.0,-42.0,1080.4266659843404,0,2.0
2025-06-04 19:00:00,5.666666666666667,-69.66666666666667,1080.4266659843404,0,2.0
2025-06-04 20:00:00,4.333333333333334,-97.33333333333334,1080.4266659843404,0,1.0
2025-06-04 21:00:00,3.0,-125.0,1080.4266659843404,0,0.0
2025-06-04 22:00:00,4.333333333333333,-106.33333333333333,1080.4266659843404,0,1.0
2025-06-04 23:00:00,5.666666666666666,-87.66666666666666,1080.4266659843404,0,1.0
2025-06-05 00:00:00,7.0,-69.0,1080.4266659843404,0,2.0
2025-06-05 01:00:00,6.666666666666667,-52.66666666666667,1080.4266659843404,0,1.0
2025-06-05 02:00:00,6.333333333333333,-36.333333333333336,1080.4266659843404,0,0.0
2025-06-05 03:00:00,6.0,-20.0,1080.4266659843404,0,0.0
2025-06-05 04:00:00,4.666666666666667,-11.666666666666666,1080.4266659843404,0,0.0
2025-06-05 05:00:00,3.3333333333333335,-3.333333333333332,1080.4266659843404,0,0.0
2025-06-05 06:00:00,2.0,5.0,1080.4266659843404,0,0.0
2025-06-05 07:00:00,2.3333333333333335,-12.0,1080.4266659843404,0,0.0
2025-06-05 08:00:00,2.6666666666666665,-29.0,1080.4266659843404,0,0.0
2025-06-05 09:00:00,3.0,-46.0,1080.4266659843404,0,1.0
2025-06-05 10:00:00,2.0,-41.333333333333336,1080.4266659843404,0,2.0
2025-06-05 11:00:00,1.0,-36.666666666666664,1080.4266659843404,0,2.0
2025-06-05 12:00:00,0.0,-32.0,1080.4266659843404,0,3.0
2025-06-05 13:00:00,0.0,-59.66666666666667,1080.4266659843404,0,3.0
2025-06-05 14:00:00,0.0,-87.33333333333334,1080.4266659843404,0,2.0
2025-06-05 15:00:00,0.0,-115.0,1080.4266659843404,0,2.0
2025-06-05 16:00:00,2.3333333333333335,-104.66666666666667,1080.4266659843404,0,2.0
2025-06-05 17:00:00,4.666666666666667,-94.33333333333333,1080.4266659843404,0,2.0
2025-06-05 18:00:00,7.0,-84.0,1080.4266659843404,0,2.0
2025-06-05 19:00:00,7.0,-64.0,1080.4266659843404,0,2.0
2025-06-05 20:00:00,7.0,-44.0,1080.4266659843404,0,2.0
2025-06-05 21:00:00,7.0,-24.0,1080.4266659843404,0,2.0
2025-06-05 22:00:00,5.333333333333333,-35.0,1080.4266659843404,0,2.0
2025-06-05 23:00:00,3.6666666666666665,-46.0,1080.4266659843404,0,2.0
2025-06-06 00:00:00,2.0,-57.0,1080.4266659843404,0,1.0
2025-06-06 01:00:00,2.0,-39.33333333333333,1080.4266659843404,0,2.0
2025-06-06 02:00:00,2.0,-21.666666666666664,1080.4266659843404,0,2.0
2025-06-06 03:00:00,2.0,-4.0,1080.4266659843404,0,2.0
2025-06-06 04:00:00,1.3333333333333335,-4.0,1080.4266659843404,0,2.0
2025-06-06 05:00:00,0.6666666666666667,-4.0,1080.4266659843404,0,1.0
2025-06-06 06:00:00,0.0,-4.0,1080.4266659843404,0,0.0
2025-06-06 07:00:00,2.3333333333333335,-13.0,1080.4266659843404,0,0.0
2025-06-06 08:00:00,4.666666666666667,-22.0,1080.4266659843404,0,0.0
2025-06-06 09:00:00,7.0,-31.0,1080.4266659843404,0,0.0
2025-06-06 10:00:00,6.666666666666667,-60.66666666666667,1080.4266659843404,0,1.0
2025-06-06 11:00:00,6.333333333333333,-90.33333333333334,1080.4266659843404,0,2.0
2025-06-06 12:00:00,6.0,-120.0,1080.4266659843404,0,2.0
2025-06-06 13:00:00,5.0,-101.66666666666667,1080.4266659843404,0,2.0
2025-06-06 14:00:00,4.0,-83.33333333333334,1080.4266659843404,0,2.0
2025-06-06 15:00:00,3.0,-65.0,1080.4266659843404,0,1.0
2025-06-06 16:00:00,2.0,-60.333333333333336,1080.4266659843404,0,1.0
2025-06-06 17:00:00,1.0,-55.666666666666664,1080.4266659843404,0,0.0
2025-06-06 18:00:00,0.0,-51.0,1080.4266659843404,0,0.0
2025-06-06 19:00:00,0.3333333333333333,-64.0,1080.4266659843404,0,1.0
2025-06-06 20:00:00,0.6666666666666666,-77.0,1080.4266659843404,0,2.0
2025-06-06 21:00:00,1.0,-90.0,1080.4266659843404,0,3.0
2025-06-06 22:00:00,0.6666666666666667,-73.66666666666667,1080.4266659843404,0,3.0
2025-06-06 23:00:00,0.33333333333333337,-57.333333333333336,1080.4266659843404,0,3.0
2025-06-07 00:00:00,0.0,-41.0,1080.4266659843404,0,3.0
2025-06-07 01:00:00,1.3333333333333333,-57.33333333333333,1080.4266659843404,0,3.0
2025-06-07 02:00:00,2.6666666666666665,-73.66666666666666,1080.4266659843404,0,3.0
2025-06-07 03:00:00,4.0,-90.0,1080.4266659843404,0,3.0
2025-06-07 04:00:00,3.6666666666666665,-67.33333333333333,1080.4266659843404,0,3.0
2025-06-07 05:00:00,3.3333333333333335,-44.666666666666664,1080.4266659843404,0,3.0
2025-06-07 06:00:00,3.0,-22.0,1080.4266659843404,0,3.0
2025-06-07 07:00:00,2.3333333333333335,-17.333333333333332,1080.4266659843404,0,2.0
2025-06-07 08:00:00,1.6666666666666667,-12.666666666666666,1080.4266659843404,0,2.0
2025-06-07 09:00:00,1.0,-8.0,1080.4266659843404,0,2.0
2025-06-07 10:00:00,1.6666666666666665,-33.66666666666667,1080.4266659843404,0,2.0
2025-06-07 11:00:00,2.333333333333333,-59.333333333333336,1080.4266659843404,0,2.0
2025-06-07 12:00:00,3.0,-85.0,1080.4266659843404,0,2.0
2025-06-07 13:00:00,3.3333333333333335,-72.0,1080.4266659843404,0,2.0
2025-06-07 14:00:00,3.6666666666666665,-59.0,1080.4266659843404,0,2.0
2025-06-07 15:00:00,4.0,-46.0,1080.4266659843404,0,2.0
2025-06-07 16:00:00,3.6666666666666665,-33.333333333333336,1080.4266659843404,0,2.0
2025-06-07 17:00:00,3.3333333333333335,-20.666666666666668,1080.4266659843404,0,3.0
2025-06-07 18:00:00,3.0,-8.0,1080.4266659843404,0,3.0
2025-06-07 19:00:00,2.3333333333333335,-48.666666666666664,1080.4266659843404,0,3.0
2025-06-07 20:00:00,1.6666666666666667,-89.33333333333333,1080.4266659843404,0,3.0
